text,label
"im looking to get reservations for me jillian and louella at a restaurant that is faraway from tx
","restaurant
"
"what is the weather prediction for acworth north korea in six years
","weather
"
"how s the weather going to be on jul 2 in whiteside
","weather
"
"i want to hear somi s songs from the twenties
","music
"
"movie schedule for harkins theatres
","movie
"
"i d like to see spyforce
","search
"
"look up the dock of the bay show
","search
"
"give me movie times for regal entertainment group
","movie
"
"book a restaurant for one person at three pm
","restaurant
"
"show the soonchild painting
","search
"
"what is the forecast in north carolina
","weather
"
"what is the movie schedule for the movies that are playing nearby ?
","movie
"
"what is the weather forecast two hours and seventeen seconds from now in elgin schoolhouse state historic site
","weather
"
"book in ri for one in wabuska
","restaurant
"
"book a spot at savoy hotel and grill that is neighboring wisconsin
","restaurant
"
"find the picture chorus line
","search
"
"play the best bruce ruffin music on youtube
","music
"
"what is the cheapest price for the saga called 2006 wikipedia cd selection ?
","search
"
"play me a chris needham song on vimeo
","music
"
"play me a song by michael diamond
","music
"
"show me movie times for southern theatres
","movie
"
"play the most popular miles jones track
","music
"
"find a trailer called just say noël
","search
"
"what is the weather forecast for boden
","weather
"
"is redacted playing at the closest cinema ?
","movie
"
"when will the santikos theatres be showing animated movies
","movie
"
"tell me if there will be hail at tea time in nordland
","weather
"
"book north indian osteria at 12 am
","restaurant
"
"let me get the movie schedule for lunch time
","movie
"
"what s the weather at eleven pm in craig mountain wildlife management area
","weather
"
"can i have the movie schedule for imax corporation
","movie
"
"where does the return of the whistler play at the bow tie cinemas at 03 01 48 a m
","movie
"
"play fight on state
","music
"
"play slacker tunes
","music
"
"when is blood and ice cream-trilogie playing at the nearest movie theatre ?
","movie
"
"show the invisible hook trailer
","search
"
"play a sixties song by classified
","music
"
"make reservations for me at a taverna in hong kong
","restaurant
"
"i need a table for 4 at a restaurant around 0 am
","restaurant
"
"play 1958 music
","music
"
"play twenties chant from lagaylia frazier on itunes
","music
"
"play hora din moldova by yamazaki maso
","music
"
"what will the weather be in cummings mississippi in eleven years
","weather
"
"is it supposed to be sunny here ?
","weather
"
"i d like to play the album clarke
","search
"
"play a new tune by louis silvers
","music
"
"i need to know the weather at the queen elizabeth national park
","weather
"
"is the sleeping beauty playing at 8 a m at cobb theatres
","movie
"
"i want to find a restaurant that has a table for two at 5 am
","restaurant
"
"play the song jingle bells
","music
"
"use the service zvooq to play top-10 by artist coolio
","music
"
"play any chanson
","music
"
"play some seventies music by janne puurtinen on youtube
","music
"
"book a reservation for seven people at a highly rated restaurant that serves moroccan food in east greenville
","restaurant
"
"play the most popular 1956 record
","music
"
"play some indie music on spotify
","music
"
"what will the weathr be in akin jamaica ?
","weather
"
"play me a popular song by koichi domoto
","music
"
"make me a reservation at a fast food restaurant for elba and corina at a restaurant with parking
","restaurant
"
"find movie times
","movie
"
"book a bakery for lebanese on january 11th 2032
","restaurant
"
"please help me find the bloom remix album song
","search
"
"i d like to listen to diana vickers best tune from the twenties
","music
"
"play melody music from the fourties
","music
"
"what time is do sher playing
","movie
"
"find a novel called best hits live save the children speed live 2003
","search
"
"what are the movie times for dickinson theatres
","movie
"
"play top-ten eighties song
","music
"
"i need to book a restaurant that serves sundanese in bonaire for 7
","restaurant
"
"find a novel called downward to the earth
","search
"
"can you search a song for mama book for me?
","search
"
"is it going to get windy today in tunisia ?
","weather
"
"where is the nearest movie house that is playing sirivantha
","movie
"
"i need to book a restaurant for eight nearby limerick one year from now that serves jerky
","restaurant
"
"what is the bahamas forecast for stormy weather at 07 43 21
","weather
"
"what s the forecast for il around tea time?
","weather
"
"show me the schedule of movie shadow of a woman
","movie
"
"book a bar in san marino for five
","restaurant
"
"show me tears on my pillow
","search
"
"find a picture of music hole
","search
"
"i d like to see movie schedules for kerasotes theatres
","movie
"
"i m looking for the movie white unicorn
","search
"
"book a spot for six in greece
","restaurant
"
"show the philosophy and phenomenological research saga
","search
"
"i want a table for four at a place in california
","restaurant
"
"find a trailer called storm center
","search
"
"search for the album frog and the birdsong
","search
"
"play praise the lord and pass the ammunition
","music
"
"id like a table for my teenager and i at the washington dc jewish community center
","restaurant
"
"i wish to listen to good symphony music by mi lu bing
","music
"
"can you find me the work titled a little curious ?
","search
"
"book a table for doris and i in new tulsa
","restaurant
"
"what is the forecast for farmerville in cape verde
","weather
"
"what time is g-men vs the black dragon playing at harkins theatres
","movie
"
"show movie schedule
","movie
"
"play hell house song
","search
"
"show movie schedules of film nearby
","movie
"
"play music by shinji miyazaki
","music
"
"play a 1977 record by bitty mclean on google music
","music
"
"play the track pocahontas john farnham
","music
"
"play soheila zaland
","music
"
"what is the weather forecast for maryland
","weather
"
"i d like to see the picture the principle of hope
","search
"
"play new melody by kenji ito on itunes
","music
"
"can you tell me the weather conditions for patricia
","weather
"
"please book a restaurant room which serves hangtown fry dish in jagual
","restaurant
"
"show movie schedule in mjr theatres
","movie
"
"find the schedule for no time to be young at amc theaters
","movie
"
"will there be snowfall in zero pm in estonia
","weather
"
"where can i purchase the twenty chickens for a saddle saga ?
","search
"
"play music by ian haugland
","music
"
"i need a table for five at childs restaurants in brunei
","restaurant
"
"can you find me reservations for this morning at a restaurant that serves stracciatella ?
","restaurant
"
"find the app store
","search
"
"i need an animated movies in the area for dinner time
","movie
"
"use itunes to play artist ringo shiina track in heaven
","music
"
"tell me when it will be warmer in woods hole oklahoma
","weather
"
"book a table for 1 at a restaurant
","restaurant
"
"play music from 1964
","music
"
"play a 2009 concerto on deezer
","music
"
"book a spot at colony
","restaurant
"
"please give me movie schedules
","movie
"
"will it get hotter in zenith ct ?
","weather
"
"i m looking for an album called the orchestrion project
","search
"
"show movie times at sunrise
","movie
"
"search for the dark side of the mind movie
","search
"
"reserve a table at a restaurant with wifi in france
","restaurant
"
"show the best of minnie riperton saga
","search
"
"find the tv show starship titanic
","search
"
"what movies are in the area
","movie
"
"i want to book a restaurant in barbados that serves creole
","restaurant
"
"is maalaea has chillier weather
","weather
"
"what will the weather be in the current spot on 12 14 2023
","weather
"
"find un weekend da bamboccioni
","movie
"
"play fifties from sirusho harutyunyan
","music
"
"i want to book a table for a party of 4 at a taverna next spring
","restaurant
"
"book a restaurant within the same area of ely for 10 people
","restaurant
"
"i want to listen to born on the bayou on iheart
","music
"
"show me the schedule of movies in pacific theatres
","movie
"
"play me the song just to see you smile
","search
"
"i need a table for 4 in pelland
","restaurant
"
"play odessa by maartin allcock
","music
"
"find the movie schedules for animated movies nearby at 09 44 am
","movie
"
"play tujiko noriko s ten years and running
","music
"
"find a painting called songs from tsongas
","search
"
"play the newest melody by cisco adler on pandora
","music
"
"will it be cloudy in guadeloupe next year
","weather
"
"book a table 1 year from now for corinne tisha and i at a restaurant in guernsey that is top-rated
","restaurant
"
"open pandora and play reggaeton 2017 y baila !
","music
"
"need a table for party of five for december 26 2040 in the state of mt
","restaurant
"
"find the tv series the farewell tour
","search
"
"i d like to listen to iheart radios chill out playlist please
","music
"
"find phalcon
","search
"
"what is the weather forecast here one minute from now
","weather
"
"what is the weather forecast for new mexico
","weather
"
"what is the forecast for swain
","weather
"
"play the newest stuff by blowfly
","music
"
"is there a depression in solromar on december 7 2033
","weather
"
"when is em4jay playing at the movie theatre ?
","movie
"
"which cinema is showing a dedicated life starting at eleven pm
","movie
"
"show movie times for amc theatres
","movie
"
"where do i purchase the book baby-sittor ?
","search
"
"book a reservation for a restaurant in stonewood gu
","restaurant
"
"find information about the album flipper city
","search
"
"play the best album from the seventies
","music
"
"find a loews cineplex with films
","movie
"
"play the track titled faget
","music
"
"book a northeastern brazilian restaurant for 10 am
","restaurant
"
"i m looking to find suryavanshi
","search
"
"find the photograph the air is on fire soundscape
","search
"
"i need to find a restaurant in pw
","restaurant
"
"play music from the seventies for me
","music
"
"book a reservation for ten at a restaurant in american samoa at 2 am
","restaurant
"
"find all about aubrey
","search
"
"book a table for 9 people for four pm in johnson
","restaurant
"
"book a table for 2 at a fm restaurant serving grits for the next meal
","restaurant
"
"play music on deezer
","music
"
"please give me the forecast for branton
","weather
"
"book the union oyster house in guanica puerto rico
","restaurant
"
"find the closest cinema playing the st francisville experiment
","movie
"
"i want to book a restaurant neighboring livonia av
","restaurant
"
"will it be chillier in uruguay in 213 days ?
","weather
"
"what time is the hotline playing at the movie theatre
","movie
"
"play any song from 2001
","music
"
"how do i find the soundtrack african development perspectives yearbook ?
","search
"
"i want to book a restaurant for eight in harding
","restaurant
"
"give me showtimes for films in the neighbourhood
","movie
"
"play a melody by hagigat rzayeva
","music
"
"look for every little crook and nanny
","search
"
"show the schedule of movie the statue
","movie
"
"book a restaurant in montverde in marshall islands
","restaurant
"
"play the newest melody from corey clark on lastfm
","music
"
"what s the weather forecast for seychelles ?
","weather
"
"find a movie schedule
","movie
"
"what will the weather be like in 1 minute in my current position
","weather
"
"i need a reservation for orthodox good friday
","restaurant
"
"will it be chilly in liberty city bhutan ?
","weather
"
"what are the movie times at goodrich quality theaters
","movie
"
"what s the closest cinema playing chuckys baby now ?
","movie
"
"book a restaurant on martin luther king jr day with parking
","restaurant
"
"find the little death a soundtrack
","search
"
"is the forecast stormy this afternoon in maryland ?
","weather
"
"tell me when there will be a snowstorm in clifton forge
","weather
"
"play the song red lanta
","search
"
"need to find a creative work with the title sometimes the blues is just a passing bird
","search
"
"is there fog in new york
","weather
"
"what is the predicted weather for my current spot next month ?
","weather
"
"find an album called stumblestoprepeat
","search
"
"i want to listen to roger daltrey from the sixties on slacker
","music
"
"i want to hear ready by frankenstein drag queens from planet 13
","music
"
"find me a table at a delicatessen in urbanette that serves rabbit pie
","restaurant
"
"play russell morris s the singer and the song on netflix
","music
"
"what are the movie times for movies close by
","movie
"
"will it be overcast in south dakota
","weather
"
"play 1952 yusef lateef on netflix
","music
"
"find the closest movie house that plays animated movies
","movie
"
"which animated movies are being screened at marcus corporation ?
","movie
"
"what movies are playing at cineplex odeon corporation ?
","movie
"
"play joshua homme belle and sebastian write about love
","music
"
"list the movie schedule for regal entertainment group theater
","movie
"
"book a restaurant with a spa in connecticut
","restaurant
"
"can i get the movie schedule for megaplex theatres
","movie
"
"what animated movies are in the neighbourhood
","movie
"
"book a table for two for this autumn
","restaurant
"
"is it warm in fernley ?
","weather
"
"play paula campbell music from 1993
","music
"
"find the digital champ battle boxing
","search
"
"where can i watch the trailer for home economics
","search
"
"find a table for two in a place not far in culdesac
","restaurant
"
"can you get me reservations for a highly rated restaurant in seychelles
","restaurant
"
"find a novel called nature reviews genetics
","search
"
"where can i find the picture of house foundation
","search
"
"what films are playing at the nearest movie theatre
","movie
"
"which animated movies are playing at the nearest movie house ?
","movie
"
"find the moldy peaches
","search
"
"shw the picture twin husbands
","search
"
"will it be stormy on 4 3 2027 in new rochelle wy
","weather
"
"book the electric banana in ewen for crystal and brittney
","restaurant
"
"book a reservation for my great grandfather and i at a macaroni pub in ct
","restaurant
"
"i m looking for circus world
","search
"
"show me a picture called heart like a hurricane
","search
"
"which films are playing close by ?
","movie
"
"what s the nearest cinema showing the death of stalinism in bohemia 1 second from now
","movie
"
"id like to book 4 seats at a restaurant
","restaurant
"
"i want to eat choucroute at a brasserie for 8
","restaurant
"
"i need a reservation for four at a restaurant
","restaurant
"
"can i get the showtimes for the scarlet and the black at 12 pm
","movie
"
"find nearby films with movie schedules
","movie
"
"find the burn the sky down album
","search
"
"play music from the playlist late night jazz
","music
"
"book a highly rated gastropub that has a pastelaria in blue anchor md in 55 weeks for my brother in law and i
","restaurant
"
"look for the saga called death in paradise
","search
"
"play a paul davis melody
","music
"
"book a restaurant in geddes on march the twenty-seventh for me and my husband
","restaurant
"
"what times will the young swordsman be showing at a local cinema ?
","movie
"
"i want to watch uproar in the studio at the nearest cinema
","movie
"
"forecast for 11 am in nauru
","weather
"
"look for the album called the tale of mr jeremy fisher
","search
"
"id like to eat at a pho restaurant in vt
","restaurant
"
"i need to book a table for 7 in estonia
","restaurant
"
"play saturday nights & sunday mornings
","music
"
"what will the weather be like not far from alabama on may 9 2037 ?
","weather
"
"please play some music for me on netflix
","music
"
"what time are animated movies playing in the area
","movie
"
"is it rainy at the edward l ryerson conservation area ?
","weather
"
"find a video game called young
","search
"
"look up the hard to handle tv show
","search
"
"id like to get a restaurant booked on mar fourteenth in md
","restaurant
"
"i need info on the video game iron fist
","search
"
"i need a table at the apple pan for reva and bernadine
","restaurant
"
"what time is the riders of the whistling skull playing at magic johnson theatres
","movie
"
"play me some max martin on lastfm
","music
"
"id like to eat at the best restaurant
","restaurant
"
"will it be sunny in spain on 3 26 2023 ?
","weather
"
"play donald rubinstein on pandora
","music
"
"book a spot for three at a bakery in grand portage
","restaurant
"
"what is the weather forecast for maryland
","weather
"
"play wendy james from the fifties
","music
"
"find a painting called the legend of tashan dorrsett
","search
"
"what is the picture called lest we forget the best of ?
","search
"
"what time does johnny got his gun play
","movie
"
"what cinema is the railway children
","movie
"
"show the movie schedule and movies around here
","movie
"
"book a restaurant in mp at 3 pm with pigs in blankets
","restaurant
"
"what time are films showing at kb theatres
","movie
"
"book a table for 10 people at dunbrody country house hotel in strandburg
","restaurant
"
"find the schedule for death valley manhunt
","movie
"
"id like to eat at a tea house with 3 people
","restaurant
"
"find dipson theatres with swiss army man at 8 p m
","movie
"
"book bullfeathers
","restaurant
"
"reserve a table for teresa and elnora at a fast food joint which serves fish and chips
","restaurant
"
"find laserlight
","search
"
"please tell me the forecast for here
","weather
"
"find heat wave
","movie
"
"start playing something off spotify
","music
"
"look for the chu chu and the philly flash picture
","search
"
"play a concerto by thekra
","music
"
"find mysterious castles of clay
","movie
"
"i want the show the sense apparatus
","search
"
"play dawn richard song white summer
","music
"
"find soundtrack titled the house of the yellow carpet
","search
"
"find at this point in time
","search
"
"what is the nearest movie house playing the miracle rider
","movie
"
"book at the halal guys on oct 17
","restaurant
"
"would you please play me a symphony from 1995
","music
"
"whens the next showing of the game of their lives
","movie
"
"book a steinway st place for 8 that is close
","restaurant
"
"what is the weather forecast in canfield at 22 23 22
","weather
"
"i want to eat close to bowlegs seven years from now
","restaurant
"
"i need a reservation for a joint in az for 3
","restaurant
"
"i need to book a restaurant for 6 people
","restaurant
"
"find a tv show called the extraordinary
","search
"
"find a table for madge and tami at a faraway joint on sterling st that serves chicken divan
","restaurant
"
"where can i find the painting rss tracking
","search
"
"book a restaurant in the maldives in one second
","restaurant
"
"want to see the dungeons & dragons chronicles of mystara
","search
"
"what is the weather forecast one minute from now in macao
","weather
"
"what s the humidity right now in aguila
","weather
"
"play me a track by steve souza
","music
"
"will there be a blizzard in saudi arabia around 2 o clock
","weather
"
"what will the weather be in lamar ?
","weather
"
"will it be windy at two pm in france ?
","weather
"
"show me the schedule of dead snow
","movie
"
"what is the movie schedule for movies close by
","movie
"
"what is the weather forecast in the country of chile fifteen hours from now
","weather
"
"what s the weather in la pine
","weather
"
"what movies are currently playing at the caribbean cinemas
","movie
"
"play the top 10 by sankha chatterjee
","music
"
"play songs from the sixties
","music
"
"in the neighbourhood find movies
","movie
"
"is it going to be chilly at nine am in doolittle
","weather
"
"find the schedule for across the line at the closest movie house
","movie
"
"what animated movies are playing at the closest movie theatre
","movie
"
"book a highly rated northeast indian brasserie in kenova for nannie and i at 14 41
","restaurant
"
"what time are movies showing around here
","movie
"
"i want to hear the new vasilis tsitsanis ep
","music
"
"i need a reservation for four minutes from now for 3 people in the falkland islands
","restaurant
"
"me and deanna want to book a restaurant in malawi
","restaurant
"
"book a restaurant in mcmurray on august seventeenth for marjorie vasquez edith and martina
","restaurant
"
"find a game called albino blacksheep
","search
"
"book me a table for me and my nephew near my location at an indoor pub
","restaurant
"
"i want to hear a 1957 theme song
","music
"
"find digimon next
","search
"
"find the schedule for the tale of sweeney todd at seven o clock
","movie
"
"i d like to play the album beloved rogues
","search
"
"play my 70s smash hits playlist
","music
"
"find a reservation at the roseland theater at 10 pm
","restaurant
"
"book something for my girlfriend and i at a food truck that has pizzas in brookwood on october fifteenth 2020
","restaurant
"
"will it be colder in vermont ?
","weather
"
"book a spot for 2 at a restaurant in mayotte at 06 13 am
","restaurant
"
"weather for apr the thirteenth in djibouti
","weather
"
"get me a table at eighth step coffee house in germania for 7
","restaurant
"
"play symphony by josh gracin on slacker
","music
"
"what films are showing at century theatres
","movie
"
"play music from art porter junior movie sound track using vimeo
","music
"
"will it be hot in dongola cameroon
","weather
"
"is it overcast in brazil in within walking distance
","weather
"
"book a restaurant with a pool far from robbies hostel for me chandra and noelle at nine pm
","restaurant
"
"find me haunted castle
","search
"
"play the track asleep in the deep
","music
"
"find the blood red sandman
","search
"
"play some music from the twenties
","music
"
"find thunder in the east
","search
"
"where can i watch the latest episode of the tv show chu chu and the philly flash ?
","search
"
"book me a bar that has chicken fried bacon in vermont
","restaurant
"
"reserve a table in top of the mark lambertville vermont
","restaurant
"
"tell me what animated movies are being played at the closest movie house at 01 19 00 am
","movie
"
"what will the weather be like in three weeks in gates michigan
","weather
"
"find alamo drafthouse cinema with animated movies
","movie
"
"book reservation for 2 people tomorrow in whitewater
","restaurant
"
"find movies close by
","movie
"
"play shinya yamada music from 1962 on groove shark
","music
"
"renee sanders marlene and jewel want to go to a gastropub in the spa
","restaurant
"
"book me a restaurant where i can get a burrito
","restaurant
"
"id like to book a table at a restaurant for a group of 4
","restaurant
"
"play me music from the twenties on itunes
","music
"
"please play every woman in me
","music
"
"find me a game called thesis eleven
","search
"
"book a restaurant for me angela and mercedes in cimarron city colorado
","restaurant
"
"can i get the movie schedules in the neighbourhood for the newest films
","movie
"
"find dickinson theatres showing from bondage to freedom
","movie
"
"can you play an ep by tatjana iwanowna bulanowa
","music
"
"tell me the weather forecast for my current spot on dec fourth 2021
","weather
"
"will it be windy in tequesta ?
","weather
"
"play a sixties song by george sanger
","music
"
"play robin hood rescuing three squires by bhupinder singh
","music
"
"find the innocent when you dream saga
","search
"
"book a restaurant for one in al
","restaurant
"
"play pirates of the caribbean online
","search
"
"what are the movie times for films playing in the area ?
","movie
"
"look for the nightmare on providence street saga
","search
"
"i wish to listen to some instrumental music
","music
"
"i want to book a spot at a bar in henniker north dakota
","restaurant
"
"is storm warning playing
","movie
"
"what s the forecast for walker bay nature reserve for next year ?
","weather
"
"where can i get lahore
","search
"
"make dinner reservation for 3 people on june 23rd 2040 in blodgett
","restaurant
"
"what are the movie times at the malco theatres ?
","movie
"
"what time is class playing at amco entertainment ?
","movie
"
"where is beyblade fierce battle playing
","movie
"
"play a popular gurdas maan track
","music
"
"book the nearby meriton grand hotel tallinn in missouri
","restaurant
"
"what are the movie schedules
","movie
"
"i am looking for the complete fillmore east concerts
","search
"
"find a tv show called perfect chemistry
","search
"
"find city of light
","search
"
"find a song called in your eyes
","search
"
"play jeff pilson on youtube
","music
"
"show creativity of what is dead may never die
","search
"
"what s the forecast for lake ilo national wildlife refuge
","weather
"
"let me hear an ep from the thirties era of music
","music
"
"find me a game called merle haggard presents his 30th album
","search
"
"book helianthushof in hurffville nj
","restaurant
"
"i want to hear some songs from the twenties
","music
"
"find the movie schedules
","movie
"
"where is the closest cinema playing good night good morning
","movie
"
"i would like to book a restaurant in lebanon
","restaurant
"
"what movies are on the movie schedules for five hours from now in the neighbourhood
","movie
"
"when it comes to dukes and the district of columbia what will the weather be in one hour
","weather
"
"what is the forecasted humidity in ghana for epiphany
","weather
"
"find a coffeehouse in illinois for three
","restaurant
"
"where can i find the movie called cracking contraptions ?
","search
"
"find the schedule for films at cobb theatres
","movie
"
"show me the saga my darling
","search
"
"play the tv series effortless regurgitation of bright red blood
","search
"
"find a video game called peaches discography
","search
"
"play fourties chant music on last fm
","music
"
"book a osteria with smoking room in creola
","restaurant
"
"what is the eugene t mahoney state park forecast for 2 days from now
","weather
"
"play the most popular song from chae yeon off of spotify
","music
"
"will there be sun ten minutes from now in uintah
","weather
"
"when is stripped to kill ii live girls playing at the nearest movie house ?
","movie
"
"which animated movies are showing at the neighborhood cinema group ?
","movie
"
"find conker live and reloaded
","search
"
"play some king tubby from the eighties
","music
"
"let s hear some tunes from the thirties
","music
"
"book a reservation for a party of six in the same area as metropolitan borough of bethnal green
","restaurant
"
"book table on the 23 in illinois at the maison parthenais-perrault ii
","restaurant
"
"im hoping to find a table for six at a pub on jul 19 2029
","restaurant
"
"please show me the movie schedule for movies playing in the neighborhood
","movie
"
"which cinema is playing das ende – assault on precinct 13 ?
","movie
"
"what is the weather in neighboring oh
","weather
"
"can you get me seating at a pub in south korea that serves milk toast for supper
","restaurant
"
"play a sound track by pee wee russell on zvooq
","music
"
"are any animated movies scheduled for release in mann theatres ?
","movie
"
"is the tender years at the nearest movie theatre
","movie
"
"show me the movie sonic triple trouble
","search
"
"what is the weather for my current place
","weather
"
"play an album on netflix by chris castle from 2011
","music
"
"play ambient music
","music
"
"what s the weather here ?
","weather
"
"is warhead playing at amc theaters
","movie
"
"search for the complots
","search
"
"book a steakhouse with a spa for seven people
","restaurant
"
"tell me the weather forecast for huxley ms
","weather
"
"book a table at top pot doughnuts in 16 hours for 5
","restaurant
"
"i m looking for the tv series called unborn
","search
"
"find time for college rock stars at any movie theatre
","movie
"
"play expresión from mickey finn
","music
"
"find a photograph called shout it out
","search
"
"book a food truck that serves tarte for tanisha lorena and juliana
","restaurant
"
"play the album resurrection in blood from sleepy brown on itunes
","music
"
"where is journal of geriatric psychiatry and neurology
","search
"
"give me the movie times at warren theatres
","movie
"
"can yo find me the game a silence that screams ?
","search
"
"show the drive of life album
","search
"
"tell me the closest movie house playing black rage
","movie
"
"book a reservation for thomas hynes house on jan the third in netherlands
","restaurant
"
"i want to book the commons restaurant for five on dec the eighth
","restaurant
"
"find heroquest ii legacy of sorasil
","search
"
"make me a reservation in ne at a distant resturant that is a pizzeria
","restaurant
"
"want to play christina schollin lastfm
","music
"
"book john pearson soda works restaurant on 7 27 2036
","restaurant
"
"can you help me find scholarmate ?
","search
"
"play gothic music
","music
"
"is there a blizzard coming to el verano
","weather
"
"book the crown at whitebrook in the solomon islands for dec the twenty-third 2029
","restaurant
"
"show me the nearest movie house showing moron 5 and the crying lady
","movie
"
"what s the weather forecast for hooven lithuania on national grandparents day ?
","weather
"
"book a table for 2 at a restaurant in follett
","restaurant
"
"find the show manthan
","search
"
"find animated movies movie schedule in the neighborhood
","movie
"
"can you get the weather forecast for new baden
","weather
"
"what s the weather at four pm in honduras
","weather
"
"in hawaii will it be warmer at 3 am
","weather
"
"what movies are playing at the alamo drafthouse cinema
","movie
"
"tell me the weather forecast for my current spot
","weather
"
"weather for coaldale arkansas
","weather
"
"find a picture called how much wood would a woodchuck chuck
","search
"
"will it be stormy not far from id on 10 2 2021
","weather
"
"is it going to hail in mount san jacinto state park
","weather
"
"what movie is at loews cineplex entertainment
","movie
"
"will it be nice now in norway
","weather
"
"book a spot at a restaurant with wifi that is neighboring suriname
","restaurant
"
"what are the movie times at landmark theatres
","movie
"
"please play a song by ahmad jamal
","music
"
"play a cohesive playlist for me
","music
"
"in the neighbourhood find 11 p m movie schedules for movies
","movie
"
"find the most important people a television show
","search
"
"at two am i need reservations for my friends and i at irma hotel
","restaurant
"
"show creativity of night of the hunter
","search
"
"what s the forecast in stobo ?
","weather
"
"book a restaurant in indiana for me violet and dianne
","restaurant
"
"restaurant in zimbabwe that is brasserie and has parking
","restaurant
"
"show me it might as well rain until september
","search
"
"is it forecast to be chillier around texas ?
","weather
"
"i need a reservation for ten at a tavern in west virginia
","restaurant
"
"will it be hotter in md on apr 10th ?
","weather
"
"show creativity of photograph of my wonderful day
","search
"
"please play me something by new wave of american heavy metal
","music
"
"where can i find on the marble cliffs
","search
"
"is it going to be hot on oct the 8th 2020 in the neighboring greenland area
","weather
"
"table for nine at an internet pub
","restaurant
"
"show me the soundtrack the phoenix
","search
"
"what s the weather forecast for walsenburg vermont for july 13th ?
","weather
"
"give me the showtimes for sign of the anchor
","movie
"
"what s the weather in organ pipe cactus national monument
","weather
"
"what is the weather going to be like in klondike gold rush national historical park on february the 28th 2034 ?
","weather
"
"will there be wind in loyola ?
","weather
"
"id like to eat at the original spanish kitchen in north carolina
","restaurant
"
"on itunes play the latest anna yesipova ep
","music
"
"is people of the cumberland playing at landmark theatres now
","movie
"
"is it going to be colder in queen anne on mon ?
","weather
"
"what s the weather like today in plankinton ?
","weather
"
"play me some terror music
","music
"
"play me the tv show seal team
","search
"
"find check in
","search
"
"tell me the weather for next week at cathedral state park
","weather
"
"book a spot for me and my sister at a restaurant that has clafoutis
","restaurant
"
"will there be a storm in palm city wv ?
","weather
"
"weather for south williamsport
","weather
"
"what s the forecast for wendell ?
","weather
"
"play new track from the fifties
","music
"
"please play this is the day by brian robertson
","music
"
"can you find the album simplescreenrecorder
","search
"
"will it be freezing one second from now in aragon pakistan
","weather
"
"find the movie schedule for great escape theatres
","movie
"
"book in west palm beach for glenda lois and tamra at a nearby restaurant serving puglia
","restaurant
"
"find animated movies in the neighborhood
","movie
"
"please find the show kim hyun-joong discography
","search
"
"is it nice now in madawaska
","weather
"
"i d like to listen to the song the natural farmer
","search
"
"find me a table for a cafe during my guinea trip for one
","restaurant
"
"book a reservation for one at an italian taverna for two pm in hutchings north dakota
","restaurant
"
"play a 2014 theme from greg pattillo
","music
"
"what time is the brat playing at the movie house ?
","movie
"
"i d like to hear chant songs from nineties
","music
"
"can i listen to music from the easy listening genre?
","music
"
"play alone again from mike viola
","music
"
"find a reservation at berowra waters inn in australia in 2 years
","restaurant
"
"play the song two suns in the sunset by airi suzuki
","music
"
"what time is kickboxer showing at cobb theatres
","movie
"
"find an oasis drive-in close-by beach 105th st
","restaurant
"
"can you let me know what animated movies are playing close by ?
","movie
"
"what is the british virgin islands forecast for next november
","weather
"
"will it get chillier in las lomas british virgin islands on nov the 21st ?
","weather
"
"i d like to watch bound for glory at the closest movie theatre at 21 41 08
","movie
"
"play me a patrick cowley ballad
","music
"
"i m in the mood to listen to meditative music
","music
"
"make a reservation for eunice thompson and elisa martin in the virgin islands in one minute
","restaurant
"
"find starcross
","search
"
"what is the forecast in mer rouge and palestine
","weather
"
"will there be snowfall in kitlope heritage conservancy
","weather
"
"find a photograph called accion newspaper
","search
"
"will it be warmer now in covenant life
","weather
"
"play the best sort by jan robbe on pandora
","music
"
"will it be colder 1 minute from now in jersey
","weather
"
"find goodreader
","search
"
"how will the weather be this month in or
","weather
"
"find loved ones for me
","search
"
"book a pub with fisnn chips in timberville
","restaurant
"
"play a chant from the fifties
","music
"
"take me a top-rated restaurant for nine close to westfield delaware
","restaurant
"
"what movies are playing at southern theatres
","movie
"
"book a spot for one at a food court in riddlesburg
","restaurant
"
"shoe me the forecast for bonaire this fall
","weather
"
"book a best restaurant in wrigley
","restaurant
"
"what is the weather not far from upper klamath national wildlife refuge ?
","weather
"
"what films are there playing at cobb theatres ?
","movie
"
"play metal crash course playlist
","music
"
"play the top hits of 2016
","music
"
"is there snow in jan in castle dale mayotte
","weather
"
"find the good girl at a movie house
","movie
"
"please find the infrared riding hood tv show
","search
"
"what is the forecast for this fall in lesotho
","weather
"
"is judgment day the john list story playing at megaplex theatres ?
","movie
"
"find animated movie at landmark theatres
","movie
"
"play halid 08 by video game pianist on pandora
","music
"
"how much fog is there in hahnville ?
","weather
"
"what time is scream of stone playing
","movie
"
"i need seats for 6 at a place in ak
","restaurant
"
"book a table for six at the cherry street tavern for january sixteenth 2024
","restaurant
"
"play baby workout
","search
"
"tell me the forecast for rogers city ms
","weather
"
"show creativity of painting of me too
","search
"
"search for the television show me and my guitar
","search
"
"book a spot for 3 at supper time in il
","restaurant
"
"book a brasserie with internet fascility for 5 in a year in oklahoma
","restaurant
"
"will the weather be stormy in aurora ?
","weather
"
"is it going to be nice at 6 am at chippewa lake
","weather
"
"show me the novel all i need to know
","search
"
"get me a reservation for two at a restaurant which serves burger
","restaurant
"
"what s it like in bahrain right now ?
","weather
"
"play track her majesty
","music
"
